用户ID,年龄,性别,历史订单数量,购买频率,平均消费金额,优惠券使用,配送距离,是否购买,购买金额,购买等级
43610,36,男,20,7,40.95,0,2.31,1,290.2,中
43611,26,女,15,4,64.86,0,3.53,0,0,未购买
43612,20,女,24,5,42.03,0,2.92,0,0,未购买
43613,18,男,28,12,49.4,0,2.54,0,0,未购买
43614,27,男,18,9,75.93,0,3.8,0,0,未购买
43615,31,男,28,9,23.45,0,2.41,1,196.93,低
43616,42,女,12,2,56.87,0,1.52,1,125.68,低
43617,34,男,13,4,47.93,,1.27,0,0,未购买
43618,46,男,17,7,55.66,1,7.23,1,424.72,中
43619,41,男,23,6,65.46,1,3.88,0,0,未购买
43620,40,男,18,9,45.52,0,2.77,0,0,未购买
43621,45,男,14,8,41.06,1,9.05,1,350.58,中
43622,21,女,17,5,53.18,0,2.02,0,0,未购买
43623,30,男,17,8,46.76,1,3.28,0,0,未购买
43624,59,男,17,12,47.62,0,1.31,0,0,未购买
43625,18,女,13,4,40.37,0,2.23,0,0,未购买
43626,32,女,19,9,34.87,0,5.62,0,0,未购买
43627,40,男,20,3,51.65,1,2.6,0,0,未购买
43628,18,女,17,12,60.56,0,,1,741.08,高
43629,27,女,9,9,18.02,0,1.08,0,0,未购买
43630,55,女,19,5,59.77,1,5.32,0,0,未购买
43631,37,女,14,6,53.22,1,3.37,0,0,未购买
43632,29,男,13,8,66.12,1,1.69,0,0,未购买
43633,37,男,21,12,67.61,0,3.42,0,0,未购买
43634,29,男,16,10,40.59,1,1.68,1,469,高
43635,52,女,12,7,53.96,1,2.9,1,418.71,中
43636,25,女,12,5,77.75,0,5.26,0,0,未购买
43637,30,女,13,7,69.02,1,2.68,1,478.64,高
43638,20,男,24,6,40.54,1,5.43,0,0,未购买
43639,32,女,16,11,56.31,0,3.67,1,627.9,高
43640,33,男,14,8,53.25,0,2.54,0,0,未购买
43641,47,男,17,5,38.2,0,1.82,0,0,未购买
43642,25,女,18,13,33.28,1,5.17,0,0,未购买
43643,40,女,20,8,38.65,0,1.65,1,296.11,中
43644,36,男,17,5,53.26,0,4.58,0,0,未购买
43645,18,女,25,9,44.85,,4.17,1,380.86,中
43646,28,女,15,2,30.14,1,3,0,0,未购买
43647,27,男,22,5,46.8,0,2.58,0,0,未购买
43648,52,男,20,6,78.54,0,1.75,0,0,未购买
43649,40,男,24,5,30.45,0,1.11,0,0,未购买
43650,36,男,18,3,28.25,1,4.69,1,99.4,低
43651,18,男,19,10,40.56,0,1.62,0,0,未购买
43652,18,女,24,7,56.02,0,2.39,0,0,未购买
43653,42,女,18,5,19.17,0,2.75,0,0,未购买
43654,43,男,18,14,32.33,0,4.6,0,0,未购买
43655,28,男,30,6,49.4,0,6.25,0,0,未购买
43656,35,男,17,8,33.29,1,2.54,0,0,未购买
43657,35,男,15,8,38.4,1,2.68,0,0,未购买
43658,37,男,18,6,54.7,1,2.19,1,331.75,中
43659,31,男,21,5,46.28,1,1.14,0,0,未购买
43660,43,女,23,10,49.53,0,2.77,1,451.36,高
43661,46,男,18,5,25.15,0,5.06,0,0,未购买
43662,25,女,19,9,81.03,1,3.28,0,0,未购买
43663,23,女,23,5,52.45,0,1.63,0,0,未购买
43664,27,男,13,6,38.67,1,3.92,0,0,未购买
43665,35,男,20,8,60.92,0,2.92,1,445.28,高
43666,39,男,21,5,33.04,1,3.19,0,0,未购买
43667,43,男,17,6,48.22,0,4.89,0,0,未购买
43668,45,男,14,3,38.12,0,1.83,0,0,未购买
43669,39,女,20,6,85.39,1,3.34,1,590.1,高
43670,37,女,22,6,38.99,0,1.75,0,0,未购买
43671,51,女,30,7,33.5,1,1.04,1,247.51,低
43672,35,男,18,5,47.21,0,1.6,0,0,未购买
43673,41,男,16,3,19.65,1,2.87,0,0,未购买
43674,38,男,17,5,70.8,1,4.14,1,324.95,中
43675,33,女,22,6,63.52,1,2.67,1,337.74,中
43676,33,女,23,7,54.86,1,0.98,1,411.73,中
43677,48,男,14,6,51.91,0,4.16,1,323.38,中
43678,34,女,17,7,44.74,1,2.82,1,349.23,中
43679,31,女,14,10,42.7,1,1.02,0,0,未购买
43680,28,女,16,8,56.52,1,2.87,0,0,未购买
43681,39,男,19,15,15,0,4.06,1,210.28,低
43682,30,女,22,5,32.58,0,2.31,0,0,未购买
43683,38,女,15,4,40.53,0,1.4,0,0,未购买
43684,37,女,15,5,63.32,1,6.21,0,0,未购买
43685,31,女,27,6,60.31,1,1.79,0,0,未购买
43686,21,男,11,8,52.89,0,2.73,1,445.48,高
43687,25,女,17,12,26.07,1,1.52,0,0,未购买
43688,26,女,20,4,55.9,0,2.55,0,0,未购买
43689,25,女,19,7,43.32,0,2.15,0,0,未购买
43690,40,女,17,5,37.19,1,8.27,1,171.1,低
43691,56,女,17,11,46.74,1,1.46,1,601.03,高
43692,30,女,12,7,68.59,0,3.64,0,0,未购买
43693,31,男,22,8,58.01,0,2.07,0,0,未购买
43694,29,女,20,11,25.32,0,3.94,0,0,未购买
43695,44,男,30,3,61.65,0,1.15,0,0,未购买
43696,39,男,18,6,72.02,0,2,1,417.31,中
43697,35,女,18,8,55.29,1,1.19,0,0,未购买
43698,23,男,17,3,23.58,0,8.98,0,0,未购买
43699,25,女,13,8,33.29,1,4.48,0,0,未购买
43700,37,女,21,5,34.89,1,1.07,0,0,未购买
43701,37,男,14,13,48.71,0,1.63,0,0,未购买
43702,35,男,14,10,52.55,0,3.06,0,0,未购买
43703,42,男,12,8,31.65,0,2.62,1,217.59,低
43704,23,女,16,4,48.53,1,5.91,0,0,未购买
43705,38,男,15,5,47.72,0,1.45,1,223.24,低
43706,37,男,19,11,23.64,1,0.79,1,230.51,低
43707,25,女,11,6,77.33,0,3.43,0,0,未购买
43708,29,女,17,10,55.49,0,5.81,0,0,未购买
43709,42,男,20,6,57.96,1,3.87,0,0,未购买
43710,24,男,18,3,41.48,0,2.73,0,0,未购买
43711,60,女,12,4,58.97,0,2.69,0,0,未购买
43712,41,女,20,10,50.67,0,4.14,0,0,未购买
43713,34,女,18,7,53.56,0,1.1,0,0,未购买
43714,32,女,20,6,57.81,0,4.02,0,0,未购买
43715,43,男,20,6,50.19,0,5.86,0,0,未购买
43716,31,女,16,5,48.3,0,0.95,0,0,未购买
43717,31,女,18,11,30.6,0,3.24,1,298.02,中
43718,50,男,18,3,70.72,0,1.92,1,166.58,低
43719,30,女,18,9,21.97,0,3.01,0,0,未购买
43720,36,男,18,7,60.06,0,2.25,0,0,未购买
43721,27,男,13,13,25.25,1,2.1,1,241.33,低
43722,38,男,14,7,63.45,1,1.45,1,486.31,高
43723,41,女,21,9,48.37,1,2.83,1,394.74,中
43724,52,女,30,10,31.82,0,2.89,1,312.98,中
43725,26,男,11,9,21.88,0,5.36,0,0,未购买
43726,21,女,17,9,71.24,1,7.08,0,0,未购买
43727,32,女,20,7,43.42,0,3.42,0,0,未购买
43728,,男,23,11,82.68,0,2.63,1,1039.91,高
43729,35,男,16,7,36.54,0,1.52,1,266.4,低
43730,40,男,19,8,68.46,0,3.71,0,0,未购买
43731,58,男,18,12,51.79,0,1.77,0,0,未购买
43732,30,男,14,9,26.53,0,1.31,0,0,未购买
43733,18,男,23,5,47.32,0,1.26,1,224.02,低
43734,33,女,17,3,51.82,0,4.06,0,0,未购买
43735,39,女,18,4,53.56,1,5.28,0,0,未购买
43736,25,男,22,5,22.97,0,1.37,0,0,未购买
43737,37,女,19,9,25.52,1,1.62,0,0,未购买
43738,36,女,21,6,51.79,0,1.13,0,0,未购买
43739,38,男,21,10,55.93,1,1.36,1,653.81,高
43740,43,男,20,9,23.74,0,2.13,0,0,未购买
43741,34,男,15,17,38.33,1,3.82,1,688.49,高
43742,40,女,22,8,43.79,0,1.6,0,0,未购买
43743,18,女,23,8,65.76,0,2.07,0,0,未购买
43744,25,男,16,11,63.84,1,2.93,0,0,未购买
43745,32,女,15,7,50.8,0,7.47,0,0,未购买
43746,25,女,23,4,47.98,1,2.47,1,176.04,低
43747,35,男,18,7,55.17,1,1.85,0,0,未购买
43748,32,女,15,4,53.35,0,3.44,0,0,未购买
43749,30,女,11,3,54.87,0,4.82,0,0,未购买
43750,44,男,17,12,71.09,0,3.1,0,0,未购买
43751,36,男,25,14,41,0,1.97,1,482,高
43752,24,女,15,9,60.24,0,2.88,0,0,未购买
43753,29,男,24,7,26.57,0,2.48,0,0,未购买
43754,43,男,33,11,35.71,1,2.37,1,374.68,中
43755,37,女,26,6,63.41,0,3.01,0,0,未购买
43756,47,女,15,8,61.48,0,5.31,0,0,未购买
43757,43,女,11,5,60.27,0,5.47,0,0,未购买
43758,31,女,18,5,24.08,1,1.02,0,0,未购买
43759,49,女,18,7,55.72,1,1.89,0,0,未购买
43760,50,女,12,6,46.51,1,2.96,0,0,未购买
43761,18,女,19,9,42.03,0,2.42,0,0,未购买
43762,35,女,17,5,29.15,1,3.2,0,0,未购买
43763,30,男,16,4,34.78,0,1.62,0,0,未购买
43764,32,男,15,7,64.81,0,2.36,0,0,未购买
43765,27,男,13,9,32.79,0,1.4,0,0,未购买
43766,26,女,17,6,46.61,0,2.35,0,0,未购买
43767,44,女,22,14,53.99,0,4.63,1,766.03,高
43768,23,男,17,8,58.09,1,4.07,0,0,未购买
43769,36,女,19,7,44.1,0,2.42,0,0,未购买
43770,22,女,22,5,76.2,1,3.4,1,368.19,中
43771,48,男,21,7,40.21,0,3.97,0,0,未购买
43772,35,女,21,6,71.7,1,2.19,0,0,未购买
43773,,女,17,7,59.59,0,1.5,0,0,未购买
43774,37,男,12,14,68.69,0,5.86,0,0,未购买
43775,32,女,13,8,47.9,0,1.77,0,0,未购买
43776,36,女,24,6,47.95,1,4.25,0,0,未购买
43777,50,男,20,4,75.13,1,4.22,1,261.13,低
43778,26,女,17,7,56.78,1,4.15,1,382.22,中
43779,18,女,16,9,21.52,1,1.96,1,176.23,低
43780,27,男,13,7,48.49,1,2.67,1,300.32,中
43781,23,男,20,7,48.94,1,2.51,1,307.77,中
43782,45,男,16,6,48.17,0,2.42,1,238.25,低
43783,33,男,15,9,55.29,0,2.14,1,511.47,高
43784,43,男,17,7,37.23,0,2.61,1,250.45,低
43785,35,男,23,12,55.73,0,4.4,0,0,未购买
43786,35,男,17,5,50.11,1,1.54,1,237.05,低
43787,37,女,17,11,35.46,1,3.21,0,0,未购买
43788,50,男,18,9,62.16,0,1.66,0,0,未购买
43789,37,男,24,7,42.25,0,2.32,1,269.16,低
43790,46,女,22,3,36.7,0,2.88,0,0,未购买
43791,45,男,16,4,44.48,0,4.31,0,0,未购买
43792,33,男,22,6,52.74,1,3.32,1,349.69,中
43793,34,男,17,10,61.35,0,2.17,1,627.64,高
43794,31,男,15,7,76.34,0,2.68,0,0,未购买
43795,48,男,15,7,18.82,0,2.61,0,0,未购买
43796,26,女,15,9,17.31,0,1.17,0,0,未购买
43797,28,女,18,7,45.64,1,1.39,1,354.37,中
43798,32,女,15,16,69.13,1,3.01,0,0,未购买
43799,24,男,19,7,63.39,0,4,0,0,未购买
43800,29,男,16,7,54.84,0,1.34,0,0,未购买
43801,46,男,15,10,58.95,0,4.81,0,0,未购买
43802,42,女,21,7,60.12,0,2.23,1,389.04,中
43803,31,女,20,5,57.39,0,1.76,1,335.92,中
43804,43,女,16,3,52.4,1,1.78,1,160.46,低
43805,56,女,19,6,77.81,1,5.02,0,0,未购买
43806,38,男,13,13,66.67,1,3.55,1,715.76,高
43807,49,女,11,9,32.38,1,8.69,0,0,未购买
43808,44,女,20,5,63.17,0,1.7,0,0,未购买
43809,32,女,14,5,67.25,0,2.51,0,0,未购买
43810,37,男,21,7,19.42,0,2.23,1,118.35,低
43811,40,女,22,4,58.47,1,3.85,0,0,未购买
43812,28,女,18,4,63.29,0,5.68,0,0,未购买
43813,18,女,11,7,71.27,0,1.24,0,0,未购买
43814,27,女,27,9,56.68,1,2.6,1,491.88,高
43815,18,女,19,3,53.9,0,4.6,0,0,未购买
43816,27,女,20,8,82.55,1,1.96,0,0,未购买
43817,18,女,18,7,64.63,0,3.67,0,0,未购买
43818,44,女,22,8,29.39,0,3.61,0,0,未购买
43819,23,男,20,8,56.71,1,5.74,0,0,未购买
43820,40,女,25,3,41.7,1,3.07,0,0,未购买
43821,43,男,26,6,46.89,0,3.1,0,0,未购买
43822,42,女,22,6,74.86,0,6.25,0,0,未购买
43823,18,男,12,10,56.35,0,1.83,1,615.66,高
43824,46,男,12,7,65.98,0,1.96,0,0,未购买
43825,39,女,10,9,31.97,0,1.83,0,0,未购买
43826,43,男,23,10,64.75,0,0.81,1,746.25,高
43827,53,女,18,2,56.56,1,2.8,0,0,未购买
43828,43,男,21,10,45.77,1,6.85,0,0,未购买
43829,23,男,20,8,60.95,1,3.81,0,0,未购买
43830,42,男,16,10,65.24,1,4.46,1,553.08,高
43831,20,女,29,7,63.51,1,1.8,0,0,未购买
43832,34,女,18,8,38.97,1,1.6,1,288.93,中
43833,30,女,18,3,40.35,1,2.02,0,0,未购买
43834,35,男,17,7,41.06,1,1.68,1,279.34,低
43835,20,男,20,5,40.31,0,3.15,0,0,未购买
43836,21,女,18,6,53,0,3.45,0,0,未购买
43837,31,男,11,3,73.53,0,1.5,1,220.39,低
43838,33,女,19,5,43.55,0,1.35,0,0,未购买
43839,31,女,27,14,30.65,1,2.23,1,401.85,中
43840,50,男,28,8,68.41,0,1.16,0,0,未购买
43841,39,男,9,14,70.69,1,2.16,1,877.89,高
43842,39,男,16,3,54.61,1,3.03,0,0,未购买
43843,31,女,17,8,36.76,0,1.99,0,0,未购买
43844,21,女,16,4,31.34,0,1.75,0,0,未购买
43845,35,女,29,3,43.98,0,2.87,1,150.81,低
43846,53,男,10,2,40.2,1,2.47,0,0,未购买
43847,37,男,22,13,60.09,0,5.35,0,0,未购买
43848,46,女,22,9,45,1,0.98,1,442.49,高
43849,47,女,11,7,19.67,0,3.31,0,0,未购买
43850,41,女,18,7,22.06,1,6.06,0,0,未购买
43851,37,女,21,10,45.18,0,1.98,1,496.3,高
43852,25,男,18,6,48.06,0,10,0,0,未购买
43853,33,男,16,2,49.95,1,1.45,0,0,未购买
43854,31,女,17,7,28.62,0,7.32,0,0,未购买
43855,38,男,17,5,66.62,0,3.56,1,302.99,中
43856,21,女,22,12,56.68,0,1.48,1,793.01,高
43857,30,男,20,6,15,0,2.71,0,0,未购买
43858,39,女,15,10,57.48,0,4.94,1,562.06,高
43859,28,男,21,4,46.78,1,9.71,0,0,未购买
43860,26,男,16,7,47.28,0,5.49,0,0,未购买
43861,27,女,15,8,58.07,1,1.47,0,0,未购买
43862,32,男,21,10,22.84,0,5.11,0,0,未购买
43863,18,女,19,7,58.2,0,3.67,0,0,未购买
43864,28,女,22,4,39.98,1,3.47,0,0,未购买
43865,45,女,13,10,62.4,0,4.51,0,0,未购买
43866,38,女,14,10,48.53,1,3.86,1,410.65,中
43867,39,男,9,3,38.01,0,3.18,0,0,未购买
43868,18,男,25,8,58.06,0,3.12,0,0,未购买
43869,31,男,23,3,38.45,1,3.02,0,0,未购买
43870,34,女,21,5,34.91,0,3.07,0,0,未购买
43871,40,男,20,7,79.46,1,5.12,0,0,未购买
43872,46,女,20,6,58.18,0,1.18,1,350.51,中
43873,45,男,13,5,35.9,0,6.83,0,0,未购买
43874,29,女,15,4,55,0,2.95,0,0,未购买
43875,29,女,16,7,72.48,0,3.75,0,0,未购买
43876,49,男,23,10,38.27,0,3.84,0,0,未购买
43877,31,男,16,6,35.63,0,1.93,0,0,未购买
43878,24,女,26,3,59.49,0,1.8,0,0,未购买
43879,33,女,18,8,64.95,1,3.53,0,0,未购买
43880,48,男,16,5,57.67,1,1.65,0,0,未购买
43881,26,女,13,5,37.83,0,1.85,0,0,未购买
43882,31,男,20,7,49.59,0,2.17,0,0,未购买
43883,26,男,21,8,36.82,0,4.15,0,0,未购买
43884,45,男,15,4,38.47,1,2.65,1,158.21,低
43885,38,女,12,8,35.54,0,4.58,0,0,未购买
43886,44,男,17,3,63.1,0,2,1,169.9,低
43887,51,女,17,6,55.61,1,2.81,1,383.92,中
43888,20,女,16,8,40.65,1,3.13,0,0,未购买
43889,27,男,22,4,20.4,1,,0,0,未购买
43890,31,男,14,5,42.43,1,3.58,0,0,未购买
43891,36,女,14,10,38.69,1,5.34,1,452.7,高
43892,40,男,15,13,49.22,1,1.97,0,0,未购买
43893,30,女,23,6,53.94,0,1.59,1,347.12,中
43894,28,男,22,6,43.02,0,1.84,1,248.52,低
43895,45,女,16,9,75.17,0,5.65,1,752.1,高
43896,40,男,15,5,40.61,1,8.83,0,0,未购买
43897,38,男,15,6,28.71,0,1.86,0,0,未购买
43898,18,男,16,7,31.79,0,2.77,0,0,未购买
43899,47,女,12,6,67.39,0,2.43,0,0,未购买
43900,37,男,27,9,50,1,3.7,0,0,未购买
43901,33,女,25,5,48.74,1,4.51,0,0,未购买
43902,27,女,16,13,25.45,1,3.5,1,308.5,中
43903,29,女,13,9,85.52,0,1.37,1,740.75,高
43904,26,男,25,9,74.31,0,3.17,0,0,未购买
43905,18,男,12,2,52.96,1,1.69,0,0,未购买
43906,27,男,24,9,47.31,1,2.25,1,394.57,中
43907,19,女,13,1,50.65,1,9.94,0,0,未购买
43908,34,女,12,11,82.37,1,2.17,1,832.04,高
43909,23,女,10,5,57.28,0,3.39,0,0,未购买
43910,42,女,16,3,41.02,1,1.16,1,109.42,低
43911,18,男,19,9,57.27,0,3.48,0,0,未购买
43912,47,女,26,6,47.65,0,4.43,0,0,未购买
43913,43,男,7,9,41.1,0,0.98,0,0,未购买
43914,24,女,12,12,66.07,0,3.38,1,670.81,高
43915,34,男,26,8,38.99,0,4.13,1,336.7,中
43916,26,女,19,9,49.9,0,5.31,0,0,未购买
43917,41,男,14,3,49.02,0,2.88,0,0,未购买
43918,53,女,22,5,43.51,1,2.77,1,232.1,低
43919,47,男,22,9,53.51,0,2.3,0,0,未购买
43920,28,女,11,7,66.37,0,3.92,0,0,未购买
43921,36,男,20,6,53.21,1,3.02,0,0,未购买
43922,50,女,22,7,86.59,1,2.02,1,627.44,高
43923,40,男,18,5,44.18,0,2.79,0,0,未购买
43924,45,女,15,10,78.6,1,3.36,0,0,未购买
43925,42,女,15,3,46.8,1,1.68,0,0,未购买
43926,36,男,21,7,42.55,0,2.23,0,0,未购买
43927,34,男,26,5,51.21,0,3,0,0,未购买
43928,23,女,22,8,57.36,1,4.78,0,0,未购买
43929,27,男,15,8,65.81,1,6.57,0,0,未购买
43930,26,女,18,6,55.8,0,2.42,0,0,未购买
43931,31,女,12,9,55.73,0,1.22,0,0,未购买
43932,36,男,22,8,34.95,1,1.91,0,0,未购买
43933,34,男,16,10,50.45,0,4.08,1,430.58,中
43934,37,男,14,10,52.62,0,4.45,0,0,未购买
43935,42,男,18,6,39.9,0,4.61,0,0,未购买
43936,31,男,13,10,28.33,1,2.46,1,251.62,低
43937,42,男,16,12,75.45,0,0.63,1,966.27,高
43938,46,女,21,8,69.29,1,2.13,1,548.4,高
43939,39,女,17,5,33.96,1,5.77,0,0,未购买
43940,30,男,19,7,40.95,1,1.64,0,0,未购买
43941,44,男,14,3,55.07,0,3.84,0,0,未购买
43942,40,女,21,10,60.16,0,4.36,0,0,未购买
43943,41,女,11,10,25.29,0,0.5,1,289.34,中
43944,50,男,11,4,55.31,1,3.84,1,233.38,低
43945,42,男,17,2,16.34,0,2.6,0,0,未购买
43946,51,男,27,8,55.91,0,2.53,0,0,未购买
43947,34,女,16,8,43.01,1,3.17,0,0,未购买
43948,31,男,10,11,21.83,1,1.96,0,0,未购买
43949,46,男,17,9,42.43,0,1.01,1,445.24,高
43950,25,女,24,11,54.77,0,1.18,0,0,未购买
43951,54,女,18,9,65.44,1,2.02,0,0,未购买
43952,48,女,18,5,42.2,0,2.77,0,0,未购买
43953,36,男,14,7,54.49,0,7.24,0,0,未购买
43954,47,女,9,4,61.66,,1.65,1,267.34,低
43955,42,女,12,5,29.09,1,1.03,0,0,未购买
43956,22,女,17,13,40.75,1,1.71,1,598.1,高
43957,27,男,14,7,50.55,1,3.79,1,371.47,中
43958,38,女,13,9,38.19,1,2.83,0,0,未购买
43959,37,男,16,11,77.43,1,1.15,1,950.37,高
43960,48,男,17,6,47.15,0,3.4,0,0,未购买
43961,38,男,16,5,46.92,1,2.67,0,0,未购买
43962,22,女,20,9,53.83,0,3.2,0,0,未购买
43963,30,男,8,6,26.59,0,3.89,0,0,未购买
43964,42,女,21,11,64.42,0,1.84,0,0,未购买
43965,18,男,18,6,66.78,0,1.67,0,0,未购买
43966,21,女,14,5,57.63,1,1.96,0,0,未购买
43967,31,男,25,5,59.49,0,3.52,0,0,未购买
43968,44,男,21,6,19.63,1,1.88,0,0,未购买
43969,33,男,20,4,32.76,0,3.2,0,0,未购买
43970,40,男,10,5,26.12,0,2.4,0,0,未购买
43971,35,女,24,10,54.25,1,3,1,520.27,高
43972,34,男,19,6,68.31,1,1.51,0,0,未购买
43973,28,女,21,8,72.08,1,1.84,1,619.45,高
43974,43,男,17,4,55.74,0,4,0,0,未购买
43975,22,女,22,10,59.64,0,1.05,0,0,未购买
43976,33,女,19,11,36.48,1,1.62,1,347.62,中
43977,46,男,15,5,59.52,0,4.15,0,0,未购买
43978,27,女,17,7,62.62,0,3.18,0,0,未购买
43979,19,女,18,7,42.43,0,2.55,1,266.23,低
43980,18,男,25,8,33.1,0,5.19,0,0,未购买
43981,42,男,11,9,52.61,0,4.69,0,0,未购买
43982,42,男,20,8,42.69,1,4.55,1,324.02,中
43983,32,男,17,7,41.35,0,8.13,0,0,未购买
43984,22,女,17,6,59.93,1,5.34,1,337.05,中
43985,34,男,16,6,57.58,0,3.02,0,0,未购买
43986,47,女,17,9,55.45,1,2.38,1,542.34,高
43987,22,男,13,7,51.94,1,2.4,0,0,未购买
43988,46,男,11,7,65.09,0,3.82,0,0,未购买
43989,18,男,16,6,36.39,0,3.86,0,0,未购买
43990,24,男,20,5,45.2,0,1.65,0,0,未购买
43991,36,男,28,10,34.33,1,2.31,0,0,未购买
43992,44,女,15,9,39.49,0,3.78,0,0,未购买
43993,50,男,20,2,58.71,0,5.06,1,126.5,低
43994,45,男,13,6,41.85,1,2.51,1,233.24,低
43995,51,女,14,6,53.06,1,1.15,1,300.4,中
43996,37,女,29,8,61.92,0,3.43,1,367.54,中
43997,29,女,19,5,44.97,0,4.66,0,0,未购买
43998,47,女,17,5,35.36,0,2.01,0,0,未购买
43999,49,女,15,8,33.72,1,2.05,0,0,未购买
44000,44,女,13,6,55.15,0,2.83,1,336.07,中
44001,41,女,14,6,45.54,1,1.53,0,0,未购买
44002,49,男,13,5,35.35,0,2.55,0,0,未购买
44003,38,女,21,8,53.23,1,4.61,0,0,未购买
44004,35,女,20,7,22.67,0,3.45,0,0,未购买
44005,42,女,25,5,45.45,1,2.1,0,0,未购买
44006,40,男,23,7,64.56,1,2.27,0,0,未购买
44007,44,男,14,10,48.26,0,3.74,0,0,未购买
44008,34,男,18,9,46.22,0,2.85,0,0,未购买
44009,44,女,19,7,84.96,0,1.93,0,0,未购买
44010,44,男,18,9,15,0,2.47,0,0,未购买
44011,37,男,18,9,79.81,1,1.94,1,674.15,高
44012,27,男,20,7,45.27,0,4.15,0,0,未购买
44013,47,女,14,6,28.71,0,2.4,0,0,未购买
44014,23,男,11,17,70.78,0,2.05,1,1178.12,高
44015,25,女,21,11,64.16,0,2.72,0,0,未购买
44016,37,男,25,9,29.82,0,3.13,0,0,未购买
44017,18,男,18,10,42,1,1.97,0,0,未购买
44018,50,男,19,9,55.07,1,2.83,0,0,未购买
44019,35,男,23,10,43.39,1,3.28,1,444.69,高
44020,50,男,22,3,50.02,1,5.15,0,0,未购买
44021,53,女,30,6,81.28,0,5.2,1,465.54,高
44022,33,男,12,12,66.35,0,3.98,0,0,未购买
44023,48,男,17,5,51.53,0,1.9,0,0,未购买
44024,24,男,18,6,43.91,0,2.22,0,0,未购买
44025,39,女,26,12,72.77,1,5.65,0,0,未购买
44026,30,女,24,11,56.33,0,2.96,1,613.71,高
44027,42,女,18,6,31.89,1,1.32,1,201.5,低
44028,44,男,13,9,68.99,1,1.3,1,615.81,高
44029,33,女,17,12,53.79,0,2.52,1,646.31,高
44030,40,女,22,12,70.1,0,4.95,0,0,未购买
44031,44,女,17,5,48.97,0,2.69,0,0,未购买
44032,37,女,20,11,49.96,1,1.57,1,550.2,高
44033,60,男,21,9,44.53,0,4.32,1,427.48,中
44034,34,男,20,6,57.47,0,2.4,1,345.57,中
44035,52,男,18,4,83.94,0,3.33,0,0,未购买
44036,46,女,15,6,74.95,1,2.35,0,0,未购买
44037,18,男,18,5,62.62,0,2.88,1,297.62,中
44038,50,女,17,6,72.29,1,1.53,1,358.07,中
44039,46,女,27,8,51.15,1,2.44,0,0,未购买
44040,36,男,13,7,48.09,0,2.62,0,0,未购买
44041,39,女,18,9,60.51,0,4.47,1,486.5,高
44042,40,女,31,5,61.23,0,1.78,0,0,未购买
44043,49,男,16,8,52.53,1,3.83,0,0,未购买
44044,31,女,19,3,20.74,0,4.09,0,0,未购买
44045,51,男,15,4,42.94,0,0.96,0,0,未购买
44046,24,男,22,10,71.08,0,3,0,0,未购买
44047,18,男,20,9,39.71,1,10,0,0,未购买
44048,41,女,25,6,39.26,0,3.29,1,231.26,低
44049,,男,13,7,81.35,0,1.78,0,0,未购买
44050,33,女,18,11,55.72,0,2.36,0,0,未购买
44051,18,女,14,10,62.09,1,3.73,0,0,未购买
44052,20,男,20,6,50.02,1,1.15,0,0,未购买
44053,39,女,15,4,50.31,1,2.37,0,0,未购买
44054,35,女,21,4,53.78,1,2.96,1,213.3,低
44055,48,男,14,5,58.69,0,1.03,1,262.46,低
44056,36,男,15,13,39.3,1,2.86,1,509.6,高
44057,28,男,19,5,74.56,0,4.48,0,0,未购买
44058,38,女,22,7,47.73,1,1.72,0,0,未购买
44059,45,女,19,10,60.89,1,6.24,0,0,未购买
44060,49,女,22,9,50.83,0,1.92,0,0,未购买
44061,34,男,15,11,43.09,1,2.04,1,462.93,高
44062,36,女,17,8,46.12,0,3.07,0,0,未购买
44063,43,男,12,8,42.46,1,2.72,1,376.94,中
44064,28,女,25,7,47.83,1,2.38,1,325.08,中
44065,42,男,15,12,54.57,1,1.91,1,654.63,高
44066,33,男,21,11,50.67,1,2.22,1,445.86,高
44067,34,女,18,10,30.21,0,3.16,0,0,未购买
44068,35,女,17,6,56.29,0,,0,0,未购买
44069,36,男,18,4,34.74,0,6.55,0,0,未购买
44070,54,女,13,9,69.04,0,3.46,0,0,未购买
44071,30,男,26,5,43.28,0,1.71,0,0,未购买
44072,31,男,16,3,68.81,0,2.7,1,173.26,低
44073,49,女,21,3,43.52,0,2.32,0,0,未购买
44074,39,女,18,3,57.87,0,7.25,0,0,未购买
44075,43,男,20,7,71.42,0,2.96,0,0,未购买
44076,25,男,18,9,33.45,0,1.87,0,0,未购买
44077,37,男,18,8,31.72,0,1.6,0,0,未购买
44078,43,男,16,5,53.92,1,4.02,0,0,未购买
44079,28,女,27,10,51.27,0,2.74,1,492.14,高
44080,41,男,20,9,58.81,0,4.18,0,0,未购买
44081,33,女,29,8,29.76,0,2.22,0,0,未购买
44082,29,女,26,7,58.23,0,,0,0,未购买
44083,45,男,27,4,65.92,1,3.86,0,0,未购买
44084,46,女,15,6,52.54,0,2.52,0,0,未购买
44085,36,女,19,7,40.88,1,2.91,1,286.64,中
44086,40,女,16,7,58.88,0,5.73,0,0,未购买
44087,48,女,19,5,43.03,0,4.28,0,0,未购买
44088,31,女,21,4,48.57,0,3.34,0,0,未购买
44089,38,女,14,5,24.14,0,4.03,1,112.65,低
44090,31,男,24,10,54.13,1,1.52,0,0,未购买
44091,25,男,25,12,43.37,0,1.8,0,0,未购买
